BAY,BAM,BTM ,Gender,Score,AY,AM,ATM,D,ALD
6,1,73,M,6,6,6,78,5,Good
15,3,183,F,9,7,6,90,-93,Severe
9,10,118,M,6,6,6,78,-40,Severe
7,11,95,F,14,14,0,168,73,Well
8,10,106,F,13,12,6,150,44,Well
12,8,152,M,15,16,0,192,40,Well
15,10,190,M,7,6,6,78,-112,Severe
9,8,116,F,11,10,0,120,4,Good
11,3,135,F,6,6,6,78,-57,Severe
8,1,97,F,9,7,6,90,-7,Severe
16,3,195,F,15,16,0,192,-3,Mild
8,9,105,F,10,8,6,102,-3,Mild
11,10,142,M,11,10,0,120,-22,Severe
10,9,129,F,12,11,6,138,9,Well
10,7,127,M,13,12,6,150,23,Well
18,4,220,F,6,6,6,78,-142,Severe
9,4,112,M,12,11,6,138,26,Well
8,2,98,M,7,6,6,78,-20,Severe
12,7,151,F,9,7,6,90,-61,Severe
10,7,127,F,12,11,6,138,11,Well
7,8,92,F,12,11,6,138,46,Well
6,6,78,M,13,12,6,150,72,Well
17,3,207,F,14,14,0,168,-39,Severe
11,4,136,F,7,6,6,78,-58,Severe
7,1,85,M,15,16,0,192,107,Well
7,4,88,F,15,16,0,192,104,Well
10,11,131,F,9,7,6,90,-41,Severe
10,11,131,M,13,12,6,150,19,Well
16,2,194,F,8,7,0,84,-110,Severe
7,4,88,F,13,12,6,150,62,Well
8,10,106,F,7,6,6,78,-28,Severe
18,4,220,F,10,8,6,102,-118,Severe
6,1,73,M,8,7,0,84,11,Well
17,5,209,F,6,6,6,78,-131,Severe
17,5,209,M,8,7,0,84,-125,Severe
9,7,115,F,10,8,6,102,-13,Severe
18,2,218,F,9,7,6,90,-128,Severe
15,1,181,F,6,6,6,78,-103,Severe
16,2,194,F,13,12,6,150,-44,Severe
8,7,103,F,8,7,0,84,-19,Severe
12,4,148,F,7,6,6,78,-70,Severe
8,1,97,F,12,11,6,138,41,Well
12,0,144,F,14,14,0,168,24,Well
10,2,122,F,14,14,0,168,46,Well
11,10,142,F,15,16,0,192,50,Well
7,9,93,F,11,10,0,120,27,Well
5,3,63,F,6,6,6,78,15,Well
12,3,147,F,13,12,6,150,3,Good
6,0,72,F,9,7,6,90,18,Well
6,7,79,F,14,14,0,168,89,Well
6,10,82,M,14,14,0,168,86,Well
11,1,133,M,13,12,6,150,17,Well
13,10,166,M,6,6,6,78,-88,Severe
10,2,122,M,11,10,0,120,-2,Mild
15,5,185,M,15,16,0,192,7,Well
11,10,142,M,7,6,6,78,-64,Severe
12,3,147,M,8,7,0,84,-63,Severe
10,7,127,F,6,6,6,78,-49,Severe
12,11,155,F,6,6,6,78,-77,Severe
7,7,91,M,7,6,6,78,-13,Severe
15,2,182,M,14,14,0,168,-14,Severe
7,5,89,M,8,7,0,84,-5,Mild
5,4,64,F,9,7,6,90,26,Well
18,5,221,M,6,6,6,78,-143,Severe
11,11,143,F,7,6,6,78,-65,Severe
18,9,225,M,10,8,6,102,-123,Severe
6,5,77,M,13,12,6,150,73,Well
5,10,70,M,10,8,6,102,32,Well
17,0,204,F,7,6,6,78,-126,Severe
9,4,112,M,11,10,0,120,8,Well
14,1,169,F,13,12,6,150,-19,Severe
9,9,117,F,15,16,0,192,75,Well
13,0,156,F,14,14,0,168,12,Well
11,6,138,M,8,7,0,84,-54,Severe
12,9,153,M,9,7,6,90,-63,Severe
13,9,165,M,15,16,0,192,27,Well
5,2,62,M,6,6,6,78,16,Well
5,0,60,M,12,11,6,138,78,Well
14,4,172,M,13,12,6,150,-22,Severe
13,10,166,M,10,8,6,102,-64,Severe
16,2,194,M,8,7,0,84,-110,Severe
6,11,83,M,11,10,0,120,37,Well
6,9,81,F,12,11,6,138,57,Well
6,2,74,F,6,6,6,78,4,Good
9,2,110,F,14,14,0,168,58,Well
5,9,69,M,7,6,6,78,9,Well
17,6,210,M,6,6,6,78,-132,Severe
11,2,134,M,7,6,6,78,-56,Severe
16,2,194,M,11,10,0,120,-74,Severe
8,5,101,F,14,14,0,168,67,Well
18,10,226,F,11,10,0,120,-106,Severe
11,0,132,F,10,8,6,102,-30,Severe
5,10,70,F,6,6,6,78,8,Well
10,2,122,F,9,7,6,90,-32,Severe
16,7,199,F,12,11,6,138,-61,Severe
10,4,124,M,8,7,0,84,-40,Severe
8,5,101,F,8,7,0,84,-17,Severe
16,5,197,F,10,8,6,102,-95,Severe
15,9,189,F,10,8,6,102,-87,Severe
11,7,139,M,8,7,0,84,-55,Severe
14,6,174,M,15,16,0,192,18,Well
13,5,161,F,10,8,6,102,-59,Severe
12,2,146,M,8,7,0,84,-62,Severe
7,11,95,F,6,6,6,78,-17,Severe
12,0,144,M,14,14,0,168,24,Well
6,4,76,M,13,12,6,150,74,Well
16,6,198,F,9,7,6,90,-108,Severe
7,3,87,M,12,11,6,138,51,Well
12,7,151,F,14,14,0,168,17,Well
16,1,193,F,11,10,0,120,-73,Severe
14,6,174,M,13,12,6,150,-24,Severe
10,3,123,F,10,8,6,102,-21,Severe
11,4,136,M,9,7,6,90,-46,Severe
18,8,224,F,13,12,6,150,-74,Severe
9,10,118,F,13,12,6,150,32,Well
15,7,187,M,12,11,6,138,-49,Severe
17,0,204,M,11,10,0,120,-84,Severe
10,1,121,F,14,14,0,168,47,Well
6,9,81,M,11,10,0,120,39,Well
13,10,166,F,15,16,0,192,26,Well
11,8,140,F,10,8,6,102,-38,Severe
5,6,66,F,10,8,6,102,36,Well
12,3,147,F,14,14,0,168,21,Well
14,11,179,M,11,10,0,120,-59,Severe
8,8,104,F,9,7,6,90,-14,Severe
12,2,146,M,6,6,6,78,-68,Severe
13,9,165,M,12,11,6,138,-27,Severe
8,8,104,F,10,8,6,102,-2,Mild
6,7,79,F,12,11,6,138,59,Well
13,3,159,F,6,6,6,78,-81,Severe
8,9,105,M,6,6,6,78,-27,Severe
15,6,186,M,11,10,0,120,-66,Severe
14,6,174,F,9,7,6,90,-84,Severe
6,9,81,M,7,6,6,78,-3,Mild
5,8,68,M,11,10,0,120,52,Well
6,3,75,M,9,7,6,90,15,Well
12,6,150,F,12,11,6,138,-12,Severe
9,4,112,F,10,8,6,102,-10,Severe
6,0,72,F,6,6,6,78,6,Well
7,3,87,M,13,12,6,150,63,Well
12,1,145,F,15,16,0,192,47,Well
17,3,207,M,14,14,0,168,-39,Severe
8,0,96,M,15,16,0,192,96,Well
14,1,169,F,14,14,0,168,-1,Mild
18,10,226,M,14,14,0,168,-58,Severe
15,8,188,F,15,16,0,192,4,Good
17,0,204,F,11,10,0,120,-84,Severe
5,9,69,M,13,12,6,150,81,Well
15,6,186,M,14,14,0,168,-18,Severe
15,11,191,M,12,11,6,138,-53,Severe
17,8,212,F,10,8,6,102,-110,Severe
5,9,69,M,10,8,6,102,33,Well
7,2,86,F,9,7,6,90,4,Good
13,2,158,F,12,11,6,138,-20,Severe
9,7,115,F,12,11,6,138,23,Well
11,4,136,F,8,7,0,84,-52,Severe
18,5,221,M,8,7,0,84,-137,Severe
9,1,109,F,12,11,6,138,29,Well
9,9,117,M,9,7,6,90,-27,Severe
13,8,164,F,13,12,6,150,-14,Severe
15,1,181,M,10,8,6,102,-79,Severe
9,1,109,M,8,7,0,84,-25,Severe
15,2,182,F,13,12,6,150,-32,Severe
17,8,212,M,13,12,6,150,-62,Severe
6,5,77,F,12,11,6,138,61,Well
17,10,214,M,15,16,0,192,-22,Severe
8,6,102,F,10,8,6,102,0,Neutral
6,1,73,F,12,11,6,138,65,Well
6,8,80,M,14,14,0,168,88,Well
17,4,208,F,7,6,6,78,-130,Severe
5,9,69,F,11,10,0,120,51,Well
12,10,154,M,14,14,0,168,14,Well
6,4,76,M,11,10,0,120,44,Well
15,5,185,F,9,7,6,90,-95,Severe
16,8,200,F,13,12,6,150,-50,Severe
11,5,137,F,6,6,6,78,-59,Severe
10,2,122,M,9,7,6,90,-32,Severe
5,8,68,F,15,16,0,192,124,Well
12,0,144,M,13,12,6,150,6,Well
17,7,211,F,13,12,6,150,-61,Severe
18,3,219,M,14,14,0,168,-51,Severe
15,0,180,M,7,6,6,78,-102,Severe
14,4,172,M,15,16,0,192,20,Well
8,9,105,M,12,11,6,138,33,Well
14,7,175,F,15,16,0,192,17,Well
16,6,198,M,9,7,6,90,-108,Severe
10,6,126,M,7,6,6,78,-48,Severe
9,9,117,M,15,16,0,192,75,Well
16,6,198,M,8,7,0,84,-114,Severe
14,3,171,M,11,10,0,120,-51,Severe
13,5,161,M,12,11,6,138,-23,Severe
10,5,125,M,13,12,6,150,25,Well
5,6,66,M,13,12,6,150,84,Well
5,1,61,F,8,7,0,84,23,Well
17,11,215,M,12,11,6,138,-77,Severe
11,5,137,F,15,16,0,192,55,Well
17,11,215,F,10,8,6,102,-113,Severe
5,5,65,F,10,8,6,102,37,Well
6,3,75,F,7,6,6,78,3,Good
8,6,102,F,7,6,6,78,-24,Severe
6,7,79,F,10,8,6,102,23,Well
9,9,117,F,7,6,6,78,-39,Severe
5,0,60,M,15,16,0,192,132,Well
7,11,95,M,8,7,0,84,-11,Severe
18,11,227,F,14,14,0,168,-59,Severe
16,2,194,M,13,12,6,150,-44,Severe
7,9,93,F,14,14,0,168,75,Well
9,8,116,F,15,16,0,192,76,Well
9,4,112,F,12,11,6,138,26,Well
13,8,164,F,7,6,6,78,-86,Severe
12,7,151,M,9,7,6,90,-61,Severe
18,0,216,M,8,7,0,84,-132,Severe
6,0,72,M,9,7,6,90,18,Well
9,5,113,F,14,14,0,168,55,Well
12,1,145,M,7,6,6,78,-67,Severe
13,10,166,F,12,11,6,138,-28,Severe
14,1,169,M,13,12,6,150,-19,Severe
10,7,127,M,6,6,6,78,-49,Severe
13,11,167,M,7,6,6,78,-89,Severe
10,1,121,F,11,10,0,120,-1,Mild
8,11,107,F,8,7,0,84,-23,Severe
10,9,129,F,13,12,6,150,21,Well
15,11,191,F,7,6,6,78,-113,Severe
11,3,135,F,9,7,6,90,-45,Severe
11,4,136,M,13,12,6,150,14,Well
16,0,192,M,12,11,6,138,-54,Severe
10,2,122,M,15,16,0,192,70,Well
14,10,178,M,7,6,6,78,-100,Severe
5,1,61,F,7,6,6,78,17,Well
12,2,146,M,7,6,6,78,-68,Severe
18,10,226,F,7,6,6,78,-148,Severe
7,11,95,M,12,11,6,138,43,Well
6,4,76,M,7,6,6,78,2,Good
