BAY,BAM,BTM,Gender,Score,RAY,RAM,RTM,D,RLD
12,11,155,F,104,13,7,163,8,Well
6,3,75,F,98,13,0,156,81,Well
13,7,163,M,3,5,3,63,-100,Severe
8,9,105,F,71,10,3,123,18,Well
18,10,226,M,29,6,8,80,-146,Severe
7,5,89,M,45,7,10,94,5,Good
16,2,194,M,23,6,4,76,-118,Severe
15,11,191,M,102,13,6,162,-29,Severe
14,7,175,F,5,5,5,65,-110,Severe
8,3,99,F,67,9,10,118,19,Well
14,6,174,F,74,10,7,127,-47,Severe
18,4,220,F,74,10,7,127,-93,Severe
18,2,218,M,99,13,1,157,-61,Severe
13,0,156,F,86,11,10,142,-14,Severe
6,7,79,F,57,8,10,106,27,Well
10,10,130,M,58,9,0,108,-22,Severe
15,9,189,F,81,11,4,136,-53,Severe
13,9,165,F,81,11,4,136,-29,Severe
9,10,118,F,88,12,0,144,26,Well
8,0,96,M,9,5,7,67,-29,Severe
6,2,74,F,38,7,4,88,14,Well
7,9,93,F,52,8,5,101,8,Well
16,8,200,F,35,7,1,85,-115,Severe
11,5,137,F,17,6,0,72,-65,Severe
14,3,171,F,43,7,8,92,-79,Severe
5,6,66,F,94,12,7,151,85,Well
18,4,220,F,87,11,11,143,-77,Severe
12,0,144,F,62,9,4,112,-32,Severe
10,3,123,F,4,5,4,64,-59,Severe
10,5,125,M,4,5,4,64,-61,Severe
5,7,67,F,51,8,4,100,33,Well
14,9,177,F,108,14,0,168,-9,Severe
11,1,133,F,45,7,10,94,-39,Severe
7,4,88,F,44,7,9,93,5,Good
9,0,108,M,32,6,10,82,-26,Severe
7,2,86,M,76,10,10,130,44,Well
16,11,203,F,69,10,1,121,-82,Severe
15,3,183,M,6,5,5,65,-118,Severe
9,2,110,F,5,5,5,65,-45,Severe
8,2,98,M,78,11,0,132,34,Well
5,0,60,M,24,6,5,77,17,Well
9,6,114,F,17,6,0,72,-42,Severe
18,4,220,M,13,5,9,69,-151,Severe
12,3,147,M,40,7,5,89,-58,Severe
7,3,87,M,88,12,0,144,57,Well
10,8,128,F,30,6,9,81,-47,Severe
11,2,134,F,53,8,6,102,-32,Severe
5,3,63,M,28,6,8,80,17,Well
9,9,117,F,10,5,7,67,-50,Severe
11,1,133,F,102,13,6,162,29,Well
17,11,215,F,22,6,3,75,-140,Severe
13,7,163,F,64,9,7,115,-48,Severe
17,7,211,M,108,14,0,168,-43,Severe
16,2,194,M,48,8,1,97,-97,Severe
8,9,105,M,36,7,2,86,-19,Severe
18,2,218,M,73,10,6,126,-92,Severe
7,4,88,M,94,12,7,151,63,Well
15,3,183,F,93,12,6,150,-33,Severe
18,11,227,F,82,11,5,137,-90,Severe
16,0,192,M,46,7,11,95,-97,Severe
9,10,118,M,68,10,0,120,2,Good
5,0,60,M,35,7,1,85,25,Well
7,8,92,F,70,10,2,122,30,Well
10,4,124,M,26,6,6,78,-46,Severe
6,3,75,M,22,6,3,75,0,Neutral
18,3,219,M,62,9,4,112,-107,Severe
11,7,139,F,40,7,5,89,-50,Severe
11,2,134,F,99,13,1,157,23,Well
7,3,87,M,79,11,1,133,46,Well
7,2,86,M,37,7,3,87,1,Good
8,9,105,F,90,12,3,147,42,Well
9,3,111,M,37,7,3,87,-24,Severe
17,4,208,M,5,5,5,65,-143,Severe
12,1,145,F,30,6,9,81,-64,Severe
6,3,75,M,108,14,0,168,93,Well
17,4,208,M,73,10,6,126,-82,Severe
7,3,87,M,51,8,4,100,13,Well
5,9,69,M,44,7,9,93,24,Well
5,5,65,F,68,10,0,120,55,Well
5,3,63,F,104,13,7,163,100,Well
9,3,111,M,7,5,6,66,-45,Severe
5,3,63,F,20,6,2,74,11,Well
13,6,162,M,100,13,3,159,-3,Mild
11,4,136,M,53,8,6,102,-34,Severe
9,2,110,M,98,13,0,156,46,Well
6,1,73,F,29,6,8,80,7,Well
15,10,190,M,33,6,11,83,-107,Severe
9,1,109,F,79,11,1,133,24,Well
12,4,148,M,83,11,6,138,-10,Severe
12,6,150,F,63,9,6,114,-36,Severe
7,11,95,M,84,11,7,139,44,Well
11,3,135,F,82,11,5,137,2,Good
17,3,207,F,62,9,4,112,-95,Severe
14,11,179,F,68,10,0,120,-59,Severe
14,4,172,M,69,10,1,121,-51,Severe
10,7,127,F,48,8,1,97,-30,Severe
7,3,87,F,40,7,5,89,2,Good
9,3,111,M,105,13,9,165,54,Well
5,2,62,M,31,6,9,81,19,Well
14,1,169,M,57,8,10,106,-63,Severe
5,5,65,F,91,12,4,148,83,Well
15,7,187,M,16,5,11,71,-116,Severe
18,3,219,M,37,7,3,87,-132,Severe
14,9,177,M,92,12,5,149,-28,Severe
7,10,94,F,15,5,11,71,-23,Severe
8,3,99,M,18,6,1,73,-26,Severe
10,11,131,M,110,14,3,171,40,Well
15,11,191,M,40,7,5,89,-102,Severe
15,4,184,F,10,5,7,67,-117,Severe
11,10,142,M,28,6,8,80,-62,Severe
16,3,195,F,80,11,3,135,-60,Severe
6,7,79,F,99,13,1,157,78,Well
8,2,98,F,10,5,7,67,-31,Severe
13,2,158,M,109,14,1,169,11,Well
13,1,157,F,95,12,9,153,-4,Mild
11,6,138,M,75,10,9,129,-9,Severe
10,1,121,M,78,11,0,132,11,Well
13,9,165,F,110,14,3,171,6,Well
8,0,96,M,110,14,3,171,75,Well
7,1,85,M,36,7,2,86,1,Good
10,6,126,M,44,7,9,93,-33,Severe
7,0,84,F,40,7,5,89,5,Good
12,5,149,F,17,6,0,72,-77,Severe
18,4,220,M,63,9,6,114,-106,Severe
5,8,68,M,71,10,3,123,55,Well
11,7,139,M,28,6,8,80,-59,Severe
10,3,123,M,42,7,7,91,-32,Severe
14,7,175,F,52,8,5,101,-74,Severe
11,1,133,M,8,5,6,66,-67,Severe
8,6,102,M,96,12,10,154,52,Well
7,2,86,F,12,5,9,69,-17,Severe
10,8,128,M,26,6,6,78,-50,Severe
14,2,170,M,99,13,1,157,-13,Severe
9,7,115,M,97,12,11,155,40,Well
16,0,192,F,74,10,7,127,-65,Severe
6,2,74,M,58,9,0,108,34,Well
14,1,169,F,28,6,8,80,-89,Severe
6,6,78,M,87,11,11,143,65,Well
17,0,204,M,36,7,2,86,-118,Severe
16,4,196,M,4,5,4,64,-132,Severe
10,9,129,M,104,13,7,163,34,Well
12,4,148,M,95,12,9,153,5,Good
11,8,140,M,22,6,3,75,-65,Severe
6,2,74,M,87,11,11,143,69,Well
8,8,104,F,7,5,6,66,-38,Severe
6,6,78,M,10,5,7,67,-11,Severe
11,4,136,F,60,9,2,110,-26,Severe
9,4,112,M,41,7,6,90,-22,Severe
13,3,159,M,38,7,4,88,-71,Severe
17,1,205,M,22,6,3,75,-130,Severe
10,8,128,F,39,7,5,89,-39,Severe
16,1,193,F,65,9,8,116,-77,Severe
12,4,148,M,96,12,10,154,6,Well
13,11,167,M,60,9,2,110,-57,Severe
8,9,105,M,110,14,3,171,66,Well
7,3,87,F,3,5,3,63,-24,Severe
11,9,141,F,99,13,1,157,16,Well
13,6,162,M,45,7,10,94,-68,Severe
15,5,185,F,57,8,10,106,-79,Severe
16,8,200,M,5,5,5,65,-135,Severe
13,1,157,M,99,13,1,157,0,Neutral
18,6,222,M,55,8,8,104,-118,Severe
15,10,190,M,21,6,2,74,-116,Severe
8,3,99,F,17,6,0,72,-27,Severe
11,11,143,F,20,6,2,74,-69,Severe
10,5,125,M,87,11,11,143,18,Well
5,4,64,F,44,7,9,93,29,Well
7,10,94,F,26,6,6,78,-16,Severe
15,8,188,M,3,5,3,63,-125,Severe
12,9,153,F,5,5,5,65,-88,Severe
15,5,185,M,73,10,6,126,-59,Severe
7,0,84,M,95,12,9,153,69,Well
17,6,210,F,20,6,2,74,-136,Severe
15,4,184,M,53,8,6,102,-82,Severe
7,10,94,F,41,7,6,90,-4,Mild
16,3,195,M,3,5,3,63,-132,Severe
17,2,206,M,54,8,7,103,-103,Severe
17,7,211,F,100,13,3,159,-52,Severe
7,3,87,M,60,9,2,110,23,Well
8,1,97,M,95,12,9,153,56,Well
5,7,67,M,22,6,3,75,8,Well
14,10,178,M,91,12,4,148,-30,Severe
8,1,97,M,98,13,0,156,59,Well
13,6,162,F,34,7,0,84,-78,Severe
8,2,98,M,71,10,3,123,25,Well
11,1,133,M,104,13,7,163,30,Well
7,9,93,F,17,6,0,72,-21,Severe
18,5,221,M,67,9,10,118,-103,Severe
7,10,94,M,108,14,0,168,74,Well
16,8,200,F,108,14,0,168,-32,Severe
17,1,205,M,27,6,7,79,-126,Severe
17,8,212,M,108,14,0,168,-44,Severe
6,3,75,M,14,5,10,70,-5,Mild
10,7,127,F,89,12,1,145,18,Well
7,7,91,F,34,7,0,84,-7,Severe
6,9,81,M,96,12,10,154,73,Well
16,3,195,M,14,5,10,70,-125,Severe
13,11,167,M,61,9,3,111,-56,Severe
15,0,180,M,69,10,1,121,-59,Severe
11,3,135,F,32,6,10,82,-53,Severe
14,11,179,M,23,6,4,76,-103,Severe
15,10,190,F,6,5,5,65,-125,Severe
6,1,73,M,95,12,9,153,80,Well
5,8,68,M,75,10,9,129,61,Well
11,4,136,F,103,13,6,162,26,Well
15,3,183,M,3,5,3,63,-120,Severe
5,0,60,M,100,13,3,159,99,Well
5,5,65,M,67,9,10,118,53,Well
9,6,114,M,89,12,1,145,31,Well
15,4,184,M,9,5,7,67,-117,Severe
9,6,114,M,31,6,9,81,-33,Severe
10,5,125,M,21,6,2,74,-51,Severe
15,7,187,F,91,12,4,148,-39,Severe
11,3,135,F,64,9,7,115,-20,Severe
18,0,216,M,52,8,5,101,-115,Severe
5,3,63,F,21,6,2,74,11,Well
13,10,166,M,2,5,3,63,-103,Severe
17,2,206,F,3,5,3,63,-143,Severe
17,2,206,F,84,11,7,139,-67,Severe
9,9,117,M,52,8,5,101,-16,Severe
15,6,186,F,91,12,4,148,-38,Severe
17,10,214,M,70,10,2,122,-92,Severe
5,1,61,F,20,6,2,74,13,Well
14,3,171,F,82,11,5,137,-34,Severe
11,11,143,F,64,9,7,115,-28,Severe
13,9,165,M,104,13,7,163,-2,Mild
15,3,183,M,97,12,11,155,-28,Severe
14,6,174,F,34,7,0,84,-90,Severe
12,2,146,M,49,8,2,98,-48,Severe
16,1,193,F,50,8,3,99,-94,Severe
11,5,137,F,9,5,7,67,-70,Severe
6,9,81,F,22,6,3,75,-6,Severe
6,3,75,F,49,8,2,98,23,Well
11,5,137,F,89,12,1,145,8,Well
18,9,225,M,7,5,6,66,-159,Severe
10,2,122,F,7,5,6,66,-56,Severe
10,4,124,M,4,5,4,64,-60,Severe
18,8,224,F,60,9,2,110,-114,Severe
17,3,207,F,100,13,3,159,-48,Severe
5,2,62,F,31,6,9,81,19,Well
6,1,73,M,34,7,0,84,11,Well
5,3,63,F,102,13,6,162,99,Well
6,3,75,F,57,8,10,106,31,Well
15,3,183,F,39,7,5,89,-94,Severe
6,6,78,M,9,5,7,67,-11,Severe
17,10,214,M,46,7,11,95,-119,Severe
10,6,126,M,58,9,0,108,-18,Severe
15,3,183,M,99,13,1,157,-26,Severe
18,7,223,M,107,13,11,167,-56,Severe
11,11,143,M,110,14,3,171,28,Well
8,1,97,M,72,10,4,124,27,Well
10,8,128,M,25,6,5,77,-51,Severe
7,9,93,M,109,14,1,169,76,Well
16,10,202,M,60,9,2,110,-92,Severe
10,9,129,M,65,9,8,116,-13,Severe
6,8,80,F,39,7,5,89,9,Well
7,8,92,M,44,7,9,93,1,Good
12,0,144,M,51,8,4,100,-44,Severe
12,8,152,M,18,6,1,73,-79,Severe
9,3,111,F,25,6,5,77,-34,Severe
14,7,175,F,91,12,4,148,-27,Severe
12,10,154,M,94,12,7,151,-3,Mild
6,0,72,F,43,7,8,92,20,Well
13,10,166,M,47,8,0,96,-70,Severe
13,11,167,F,93,12,6,150,-17,Severe
11,2,134,M,103,13,6,162,28,Well
11,4,136,M,20,6,2,74,-62,Severe
11,0,132,M,17,6,0,72,-60,Severe
16,11,203,M,96,12,10,154,-49,Severe
5,10,70,M,30,6,9,81,11,Well
18,7,223,M,87,11,11,143,-80,Severe
12,10,154,M,59,9,1,109,-45,Severe
11,3,135,M,5,5,5,65,-70,Severe
13,9,165,M,45,7,10,94,-71,Severe
17,10,214,M,31,6,9,81,-133,Severe
12,10,154,M,101,13,4,160,6,Well
12,5,149,F,57,8,10,106,-43,Severe
5,5,65,F,51,8,4,100,35,Well
15,3,183,F,19,6,1,73,-110,Severe
10,5,125,F,48,8,1,97,-28,Severe
6,5,77,F,70,10,2,122,45,Well
7,0,84,F,105,13,9,165,81,Well
7,9,93,M,43,7,8,92,-1,Mild
14,3,171,F,6,5,5,65,-106,Severe
6,5,77,M,14,5,10,70,-7,Severe
17,0,204,M,19,6,1,73,-131,Severe
17,5,209,F,91,12,4,148,-61,Severe
18,2,218,M,43,7,8,92,-126,Severe
12,10,154,F,15,5,11,71,-83,Severe
10,6,126,F,37,7,3,87,-39,Severe
7,6,90,F,68,10,0,120,30,Well
7,3,87,F,96,12,10,154,67,Well
10,3,123,F,37,7,3,87,-36,Severe
12,8,152,F,61,9,3,111,-41,Severe
7,10,94,M,3,5,3,63,-31,Severe
14,9,177,F,5,5,5,65,-112,Severe
10,3,123,F,83,11,6,138,15,Well
10,4,124,F,28,6,8,80,-44,Severe
6,4,76,M,51,8,4,100,24,Well
18,6,222,F,24,6,5,77,-145,Severe
8,0,96,M,80,11,3,135,39,Well
15,11,191,M,80,11,3,135,-56,Severe
8,10,106,F,74,10,7,127,21,Well
11,8,140,M,86,11,10,142,2,Good
18,1,217,M,54,8,7,103,-114,Severe
18,4,220,M,76,10,10,130,-90,Severe
14,4,172,F,109,14,1,169,-3,Mild
9,9,117,F,85,11,9,141,24,Well
12,3,147,M,99,13,1,157,10,Well
15,8,188,F,105,13,9,165,-23,Severe
8,11,107,M,16,5,11,71,-36,Severe
13,10,166,F,49,8,2,98,-68,Severe
9,4,112,F,96,12,10,154,42,Well
9,8,116,M,23,6,4,76,-40,Severe
5,11,71,M,69,10,1,121,50,Well
10,8,128,M,3,5,3,63,-65,Severe
5,4,64,M,33,6,11,83,19,Well
10,3,123,F,57,8,10,106,-17,Severe
9,7,115,F,59,9,1,109,-6,Severe
8,0,96,M,74,10,7,127,31,Well
5,7,67,M,29,6,8,80,13,Well
7,3,87,M,52,8,5,101,14,Well
15,7,187,F,110,14,3,171,-16,Severe
6,2,74,M,49,8,2,98,24,Well
14,9,177,F,74,10,7,127,-50,Severe
18,8,224,M,8,5,6,66,-158,Severe
9,7,115,F,49,8,2,98,-17,Severe
9,3,111,M,23,6,4,76,-35,Severe
15,11,191,M,35,7,1,85,-106,Severe
16,2,194,M,8,5,6,66,-128,Severe
9,4,112,M,5,5,5,65,-47,Severe
11,11,143,F,28,6,8,80,-63,Severe
15,8,188,F,14,5,10,70,-118,Severe
16,9,201,M,61,9,3,111,-90,Severe
9,4,112,F,51,8,4,100,-12,Severe
15,0,180,M,82,11,5,137,-43,Severe
18,4,220,F,83,11,6,138,-82,Severe
7,10,94,F,59,9,1,109,15,Well
13,11,167,F,76,10,10,130,-37,Severe
12,8,152,M,70,10,2,122,-30,Severe
15,6,186,M,6,5,5,65,-121,Severe
11,4,136,F,33,6,11,83,-53,Severe
12,3,147,F,9,5,7,67,-80,Severe
15,7,187,M,96,12,10,154,-33,Severe
9,10,118,M,98,13,0,156,38,Well
16,3,195,M,56,8,9,105,-90,Severe
10,9,129,M,12,5,9,69,-60,Severe
13,10,166,F,64,9,7,115,-51,Severe
12,0,144,F,100,13,3,159,15,Well
18,0,216,M,59,9,1,109,-107,Severe
13,8,164,M,12,5,9,69,-95,Severe
12,8,152,F,3,5,3,63,-89,Severe
18,1,217,F,4,5,4,64,-153,Severe
6,3,75,F,26,6,6,78,3,Good
6,5,77,F,74,10,7,127,50,Well
10,3,123,M,88,12,0,144,21,Well
12,2,146,M,25,6,5,77,-69,Severe
18,1,217,F,31,6,9,81,-136,Severe
14,2,170,M,62,9,4,112,-58,Severe
7,8,92,F,39,7,5,89,-3,Mild
14,2,170,M,110,14,3,171,1,Good
15,10,190,F,85,11,9,141,-49,Severe
10,3,123,F,82,11,5,137,14,Well
16,10,202,M,38,7,4,88,-114,Severe
5,10,70,F,51,8,4,100,30,Well
14,0,168,F,39,7,5,89,-79,Severe
17,3,207,M,10,5,7,67,-140,Severe
10,3,123,F,52,8,5,101,-22,Severe
12,3,147,F,79,11,1,133,-14,Severe
5,11,71,M,24,6,5,77,6,Well
12,9,153,M,100,13,3,159,6,Well
11,10,142,M,93,12,6,150,8,Well
5,6,66,M,44,7,9,93,27,Well
10,2,122,M,14,5,10,70,-52,Severe
9,2,110,F,68,10,0,120,10,Well
6,0,72,M,16,5,11,71,-1,Mild
15,2,182,M,97,12,11,155,-27,Severe
11,2,134,M,3,5,3,63,-71,Severe
10,5,125,M,28,6,8,80,-45,Severe
10,10,130,F,49,8,2,98,-32,Severe
5,1,61,M,48,8,1,97,36,Well
18,4,220,M,38,7,4,88,-132,Severe
10,3,123,F,86,11,10,142,19,Well
13,2,158,M,86,11,10,142,-16,Severe
7,4,88,F,20,6,2,74,-14,Severe
17,3,207,F,2,5,3,63,-144,Severe
14,4,172,M,24,6,5,77,-95,Severe
7,7,91,F,62,9,4,112,21,Well
5,4,64,F,26,6,6,78,14,Well
16,9,201,F,57,8,10,106,-95,Severe
7,8,92,F,55,8,8,104,12,Well
17,4,208,M,98,13,0,156,-52,Severe
7,2,86,M,41,7,6,90,4,Good
12,3,147,M,97,12,11,155,8,Well
15,2,182,M,2,5,3,63,-119,Severe
12,8,152,M,93,12,6,150,-2,Mild
16,1,193,F,102,13,6,162,-31,Severe
17,7,211,M,109,14,1,169,-42,Severe
5,10,70,M,5,5,5,65,-5,Mild
5,7,67,M,8,5,6,66,-1,Mild
6,0,72,M,104,13,7,163,91,Well
14,5,173,F,82,11,5,137,-36,Severe
15,1,181,M,66,9,9,117,-64,Severe
9,8,116,F,72,10,4,124,8,Well
14,0,168,F,95,12,9,153,-15,Severe
10,4,124,F,85,11,9,141,17,Well
5,8,68,F,16,5,11,71,3,Good
5,1,61,M,8,5,6,66,5,Good
12,3,147,M,31,6,9,81,-66,Severe
17,11,215,M,64,9,7,115,-100,Severe
7,2,86,F,46,7,11,95,9,Well
6,3,75,M,42,7,7,91,16,Well
18,7,223,M,67,9,10,118,-105,Severe
7,3,87,M,48,8,1,97,10,Well
8,8,104,M,96,12,10,154,50,Well
14,8,176,F,42,7,7,91,-85,Severe
16,2,194,F,105,13,9,165,-29,Severe
17,3,207,F,85,11,9,141,-66,Severe
14,11,179,M,83,11,6,138,-41,Severe
6,7,79,M,90,12,3,147,68,Well
8,11,107,M,39,7,5,89,-18,Severe
18,9,225,M,26,6,6,78,-147,Severe
7,8,92,F,103,13,6,162,70,Well
11,8,140,F,59,9,1,109,-31,Severe
7,2,86,M,28,6,8,80,-6,Severe
7,9,93,F,93,12,6,150,57,Well
9,10,118,F,82,11,5,137,19,Well
9,4,112,M,83,11,6,138,26,Well
17,7,211,M,13,5,9,69,-142,Severe
17,0,204,F,86,11,10,142,-62,Severe
9,0,108,M,26,6,6,78,-30,Severe
7,3,87,M,18,6,1,73,-14,Severe
7,9,93,F,5,5,5,65,-28,Severe
16,1,193,M,53,8,6,102,-91,Severe
5,6,66,F,61,9,3,111,45,Well
7,3,87,M,20,6,2,74,-13,Severe
11,5,137,F,64,9,7,115,-22,Severe
10,1,121,F,61,9,3,111,-10,Severe
11,9,141,M,68,10,0,120,-21,Severe
5,8,68,F,73,10,6,126,58,Well
12,3,147,M,64,9,7,115,-32,Severe
14,1,169,M,46,7,11,95,-74,Severe
13,8,164,F,50,8,3,99,-65,Severe
6,6,78,F,52,8,5,101,23,Well
10,6,126,F,96,12,10,154,28,Well
18,10,226,M,91,12,4,148,-78,Severe
16,0,192,M,80,11,3,135,-57,Severe
15,6,186,M,11,5,8,68,-118,Severe
17,3,207,M,64,9,7,115,-92,Severe
13,8,164,M,5,5,5,65,-99,Severe
15,4,184,F,22,6,3,75,-109,Severe
11,0,132,M,76,10,10,130,-2,Mild
10,8,128,F,14,5,10,70,-58,Severe
15,8,188,M,92,12,5,149,-39,Severe
10,3,123,M,46,7,11,95,-28,Severe
12,8,152,F,39,7,5,89,-63,Severe
7,1,85,F,29,6,8,80,-5,Mild
11,10,142,M,108,14,0,168,26,Well
12,7,151,F,75,10,9,129,-22,Severe
14,10,178,F,30,6,9,81,-97,Severe
16,4,196,M,86,11,10,142,-54,Severe
9,2,110,M,64,9,7,115,5,Good
9,0,108,F,53,8,6,102,-6,Severe
10,6,126,F,51,8,4,100,-26,Severe
15,0,180,F,55,8,8,104,-76,Severe
8,5,101,F,26,6,6,78,-23,Severe
10,1,121,F,49,8,2,98,-23,Severe
15,6,186,F,39,7,5,89,-97,Severe
7,1,85,M,7,5,6,66,-19,Severe
5,9,69,F,4,5,4,64,-5,Mild
17,3,207,M,99,13,1,157,-50,Severe
8,3,99,M,14,5,10,70,-29,Severe
14,9,177,M,11,5,8,68,-109,Severe
18,3,219,F,15,5,11,71,-148,Severe
8,11,107,F,13,5,9,69,-38,Severe
14,4,172,F,110,14,3,171,-1,Mild
18,7,223,F,105,13,9,165,-58,Severe
12,2,146,M,13,5,9,69,-77,Severe
17,3,207,M,14,5,10,70,-137,Severe
10,3,123,M,63,9,6,114,-9,Severe
9,6,114,F,31,6,9,81,-33,Severe
8,9,105,F,46,7,11,95,-10,Severe
8,5,101,M,57,8,10,106,5,Good
8,6,102,M,4,5,4,64,-38,Severe
13,9,165,F,87,11,11,143,-22,Severe
5,8,68,F,85,11,9,141,73,Well
9,4,112,M,107,13,11,167,55,Well
10,6,126,M,37,7,3,87,-39,Severe
8,7,103,M,85,11,9,141,38,Well
13,3,159,F,26,6,6,78,-81,Severe
9,6,114,F,79,11,1,133,19,Well
13,6,162,F,83,11,6,138,-24,Severe
12,11,155,F,52,8,5,101,-54,Severe
9,9,117,F,52,8,5,101,-16,Severe
18,9,225,M,86,11,10,142,-83,Severe
17,6,210,F,42,7,7,91,-119,Severe
16,3,195,M,46,7,11,95,-100,Severe
6,5,77,M,99,13,1,157,80,Well
8,3,99,F,40,7,5,89,-10,Severe
15,4,184,F,79,11,1,133,-51,Severe
16,3,195,M,92,12,5,149,-46,Severe
7,2,86,M,55,8,8,104,18,Well
16,2,194,F,54,8,7,103,-91,Severe
11,7,139,F,88,12,0,144,5,Good
5,3,63,F,70,10,2,122,59,Well
11,9,141,M,96,12,10,154,13,Well
12,6,150,M,77,10,11,131,-19,Severe
11,5,137,M,47,8,0,96,-41,Severe
7,3,87,F,108,14,0,168,81,Well
11,9,141,F,100,13,3,159,18,Well
13,1,157,F,93,12,6,150,-7,Severe
10,4,124,M,36,7,2,86,-38,Severe
14,3,171,F,31,6,9,81,-90,Severe
13,11,167,F,15,5,11,71,-96,Severe
14,9,177,M,106,13,10,166,-11,Severe
6,7,79,M,93,12,6,150,71,Well
6,7,79,M,101,13,4,160,81,Well
10,11,131,F,16,5,11,71,-60,Severe
10,5,125,F,54,8,7,103,-22,Severe
12,11,155,F,109,14,1,169,14,Well
10,9,129,F,22,6,3,75,-54,Severe
13,7,163,M,87,11,11,143,-20,Severe
17,1,205,F,55,8,8,104,-101,Severe
9,3,111,M,11,5,8,68,-43,Severe
12,2,146,F,85,11,9,141,-5,Mild
9,2,110,F,35,7,1,85,-25,Severe
8,3,99,F,29,6,8,80,-19,Severe
17,0,204,M,93,12,6,150,-54,Severe
16,1,193,F,27,6,7,79,-114,Severe
18,7,223,M,63,9,6,114,-109,Severe
13,4,160,F,7,5,6,66,-94,Severe
7,6,90,F,88,12,0,144,54,Well
16,9,201,F,61,9,3,111,-90,Severe
15,6,186,F,3,5,3,63,-123,Severe
12,5,149,M,48,8,1,97,-52,Severe
14,11,179,M,58,9,0,108,-71,Severe
16,11,203,M,3,5,3,63,-140,Severe
17,5,209,M,32,6,10,82,-127,Severe
11,3,135,F,68,10,0,120,-15,Severe
8,3,99,M,26,6,6,78,-21,Severe
5,5,65,M,63,9,6,114,49,Well
18,7,223,M,3,5,3,63,-160,Severe
7,10,94,M,53,8,6,102,8,Well
18,2,218,F,97,12,11,155,-63,Severe
6,8,80,M,91,12,4,148,68,Well
12,3,147,F,91,12,4,148,1,Good
9,8,116,F,41,7,6,90,-26,Severe
14,11,179,F,110,14,3,171,-8,Severe
6,11,83,F,53,8,6,102,19,Well
16,3,195,F,53,8,6,102,-93,Severe
11,3,135,M,105,13,9,165,30,Well
15,4,184,F,66,9,9,117,-67,Severe
15,4,184,M,58,9,0,108,-76,Severe
16,3,195,F,8,5,6,66,-129,Severe
13,5,161,F,51,8,4,100,-61,Severe
10,5,125,M,54,8,7,103,-22,Severe
5,2,62,M,65,9,8,116,54,Well
13,6,162,M,62,9,4,112,-50,Severe
10,6,126,M,17,6,0,72,-54,Severe
18,3,219,M,106,13,10,166,-53,Severe
7,10,94,F,36,7,2,86,-8,Severe
18,6,222,F,81,11,4,136,-86,Severe
18,1,217,M,100,13,3,159,-58,Severe
17,0,204,F,108,14,0,168,-36,Severe
16,11,203,F,105,13,9,165,-38,Severe
11,0,132,F,69,10,1,121,-11,Severe
12,2,146,F,102,13,6,162,16,Well
16,5,197,F,104,13,7,163,-34,Severe
7,0,84,F,94,12,7,151,67,Well
12,0,144,F,110,14,3,171,27,Well
11,2,134,F,93,12,6,150,16,Well
14,5,173,F,93,12,6,150,-23,Severe
8,10,106,F,102,13,6,162,56,Well
6,3,75,M,74,10,7,127,52,Well
8,3,99,M,16,5,11,71,-28,Severe
16,3,195,M,73,10,6,126,-69,Severe
11,5,137,F,108,14,0,168,31,Well
9,11,119,F,14,5,10,70,-49,Severe
14,3,171,F,85,11,9,141,-30,Severe
17,9,213,F,28,6,8,80,-133,Severe
14,3,171,F,35,7,1,85,-86,Severe
8,2,98,M,81,11,4,136,38,Well
18,5,221,F,72,10,4,124,-97,Severe
6,5,77,F,85,11,9,141,64,Well
10,11,131,M,102,13,6,162,31,Well
13,6,162,F,24,6,5,77,-85,Severe
12,4,148,M,34,7,0,84,-64,Severe
18,11,227,F,48,8,1,97,-130,Severe
7,8,92,F,27,6,7,79,-13,Severe
11,1,133,F,7,5,6,66,-67,Severe
7,1,85,F,95,12,9,153,68,Well
8,10,106,F,6,5,5,65,-41,Severe
16,4,196,M,22,6,3,75,-121,Severe
18,5,221,F,65,9,8,116,-105,Severe
11,10,142,M,26,6,6,78,-64,Severe
13,0,156,M,80,11,3,135,-21,Severe
17,9,213,F,32,6,10,82,-131,Severe
17,4,208,F,38,7,4,88,-120,Severe
9,3,111,M,53,8,6,102,-9,Severe
14,9,177,M,24,6,5,77,-100,Severe
17,9,213,F,4,5,4,64,-149,Severe
15,2,182,F,97,12,11,155,-27,Severe
11,9,141,M,36,7,2,86,-55,Severe
15,6,186,M,66,9,9,117,-69,Severe
18,1,217,F,103,13,6,162,-55,Severe
17,0,204,M,66,9,9,117,-87,Severe
12,5,149,F,89,12,1,145,-4,Mild
17,11,215,F,47,8,0,96,-119,Severe
8,6,102,F,89,12,1,145,43,Well
7,3,87,F,27,6,7,79,-8,Severe
11,8,140,M,17,6,0,72,-68,Severe
14,9,177,F,80,11,3,135,-42,Severe
6,9,81,F,101,13,4,160,79,Well
15,8,188,F,67,9,10,118,-70,Severe
18,3,219,M,24,6,5,77,-142,Severe
16,7,199,M,42,7,7,91,-108,Severe
18,10,226,M,57,8,10,106,-120,Severe
14,1,169,M,73,10,6,126,-43,Severe
11,3,135,M,31,6,9,81,-54,Severe
16,3,195,F,41,7,6,90,-105,Severe
12,10,154,F,21,6,2,74,-80,Severe
13,3,159,F,24,6,5,77,-82,Severe
16,7,199,M,61,9,3,111,-88,Severe
